,Negative,Neutral,Positive
1222,0,1,0
1223,0.143,0.857,0
1224,0,0.538,0.462
1225,0,0.588,0.412
1226,0,0.429,0.571
1227,0,0.429,0.571
1228,0.22,0.78,0
1229,0,1,0
1230,0,0.696,0.304
1231,0,1,0
1232,0,1,0
1233,0,0.455,0.545
1234,0,1,0
1235,0,0,1
1236,0,0,1
1237,0,0.886,0.114
1238,0,1,0
1239,0.235,0.765,0
1240,0.278,0.722,0
1241,0,1,0
1242,0.325,0.575,0.101
1243,0,0.73,0.27
1244,0.516,0.211,0.274
1245,0.259,0.741,0
1246,0,0,1
1247,0.18,0.82,0
1248,0.445,0.555,0
1249,0,1,0
1250,0.108,0.494,0.398
1251,0.132,0.658,0.21
1252,0,0.323,0.677
1253,0,0.777,0.223
1254,0,0.624,0.376
1255,0,0.44,0.56
1256,0,0.619,0.381
1257,0,0.783,0.217
1258,0,0.473,0.527
1259,0,0.748,0.252
1260,0,0.745,0.255
1261,0.208,0.566,0.226
1262,0.178,0.679,0.142
1263,0,0.635,0.365
1264,0.322,0.678,0
1265,0.078,0.762,0.161
1266,0,1,0
1267,0,0.624,0.376
1268,0,0.425,0.575
1269,0,0.595,0.405
1270,0.178,0.742,0.08
1271,0.117,0.815,0.068
1272,0,1,0
1273,0,0.78,0.22
1274,0,1,0
1275,0,0.328,0.672
1276,0.286,0.714,0
1277,0,0.66,0.34
1278,0,0.61,0.39
1279,0,0.366,0.634
1280,0,0.337,0.663
1281,0,0.218,0.782
1282,0,0.758,0.242
1283,0,0.366,0.634
1284,0,0.238,0.762
1285,0,1,0
1286,0.05,0.95,0
1287,0.16,0.84,0
1288,0.122,0.878,0
1289,0.142,0.858,0
1290,0,1,0
1291,0.404,0.596,0
1292,0,0.642,0.358
1293,0,0.597,0.403
1294,0.104,0.816,0.08
1295,0,1,0
1296,0,0.663,0.337
1297,0,1,0
1298,0,1,0
1299,0.603,0.397,0
1300,0,1,0
1301,0,0.895,0.105
1302,0.345,0.517,0.138
1303,0,1,0
1304,0.091,0.909,0
1305,0,0.238,0.762
1306,0,1,0
1307,0,0.393,0.607
1308,0,0,1
1309,0,0.551,0.449
1310,0.144,0.856,0
1311,0,0.328,0.672
1312,0,0.297,0.703
1313,0,1,0
1314,0.074,0.629,0.297
1315,0,0.682,0.318
1316,0,1,0
1317,0,0.639,0.361
1318,0,0,1
1319,0,0,1
1320,0,0.519,0.481
1321,0,0.619,0.381
1322,0,0.66,0.34
1323,0,0.54,0.46
1324,0,0.532,0.468
1325,0,0.626,0.374
1326,0,0.943,0.057
1327,0,0.242,0.758
1328,0.259,0.58,0.16
1329,0.196,0.804,0
1330,0.217,0.783,0
1331,0.145,0.855,0
1332,0,1,0
1333,0,0.809,0.191
1334,0,0.545,0.455
1335,0.41,0.36,0.23
1336,0,0.589,0.411
1337,0,0.423,0.577
1338,0.285,0.715,0
1339,0.163,0.693,0.144
1340,0,0.46,0.54
1341,0,1,0
1342,0,1,0
1343,0.355,0.645,0
1344,0.285,0.715,0
1345,0,1,0
1346,0,0.798,0.202
1347,0,0,1
1348,0,0,1
1349,0,0,1
1350,0,0,1
1351,0,0,1
1352,0,0,1
1353,0,0,1
1354,0,0,1
1355,0,0,1
1356,0,0,1
1357,0,0.383,0.617
1358,0,0.784,0.216
1359,0.084,0.916,0
1360,0,0.85,0.15
1361,0,0.784,0.216
1362,0,1,0
1363,0,1,0
1364,0.208,0.641,0.151
1365,0,0.213,0.787
1366,1,0,0
1367,0.344,0.656,0
1368,0.095,0.905,0
1369,0.134,0.866,0
1370,0.355,0.645,0
1371,0.107,0.714,0.179
1372,0,0.556,0.444
1373,0,1,0
1374,0,0.631,0.369
1375,0.343,0.657,0
1376,0.23,0.67,0.1
1377,0.214,0.786,0
1378,0,0.516,0.484
1379,0,0.814,0.186
1380,0,0.328,0.672
1381,0,0.715,0.285
1382,0,0,1
1383,0,0.2,0.8
1384,0,0.185,0.815
1385,0,1,0
1386,0,0.709,0.291
1387,0.1,0.682,0.219
1388,0,1,0
1389,0,1,0
1390,0,1,0
1391,0,1,0
1392,0,1,0
1393,0,1,0
1394,0,1,0
1395,0,0.722,0.278
1396,0,0.791,0.209
1397,0,0.542,0.458
1398,0.071,0.849,0.08
1399,0,0.69,0.31
1400,0,0.132,0.868
1401,0,0.531,0.469
1402,0,0.761,0.239
1403,0.143,0.857,0
1404,0,1,0
1405,0.71,0.29,0
1406,0.112,0.849,0.038
1407,0.851,0.149,0
1408,0.246,0.754,0
1409,0.851,0.149,0
1410,0.265,0.735,0
1411,0.149,0.851,0
1412,0,0.853,0.147
1413,0.192,0.808,0
1414,0,0.732,0.268
1415,0,0.512,0.488
1416,0.196,0.714,0.089
1417,0,0.853,0.147
1418,0,0.909,0.091
1419,0,0.396,0.604
1420,0,1,0
1421,0,1,0
1422,0,0.843,0.157
1423,0,1,0
1424,0,0.547,0.453
1425,0,0.727,0.273
1426,0,0.3,0.7
1427,0,0.731,0.269
1428,0.086,0.712,0.203
1429,0,0.189,0.811
1430,0.066,0.658,0.276
1431,0.186,0.621,0.193
1432,0,0.471,0.529
1433,0,0.222,0.778
1434,0,0.494,0.506
1435,0,0.34,0.66
1436,0,0.364,0.636
1437,0.172,0.828,0
1438,0,1,0
1439,0,1,0
1440,0,0.602,0.398
1441,0.337,0.663,0
1442,0.047,0.903,0.049
1443,0,1,0
1444,0,0.616,0.384
1445,0,1,0
1446,0,0.802,0.198
1447,0,1,0
1448,0,1,0
1449,0.474,0.526,0
1450,0,0.687,0.313
1451,0,0.738,0.262
1452,0,1,0
1453,0,0.484,0.516
1454,0,0.61,0.39
1455,0,0.385,0.615
1456,0,0.758,0.242
1457,0.149,0.851,0
1458,0,1,0
1459,0.216,0.588,0.196
1460,0,1,0
1461,0.192,0.711,0.097
1462,0,1,0
1463,0.846,0.154,0
1464,0.305,0.695,0
1465,0.246,0.492,0.262
1466,0.608,0.392,0
1467,0,1,0
1468,0,0.826,0.174
1469,0,1,0
1470,0.043,0.87,0.087
1471,0.138,0.862,0
1472,0.452,0.548,0
1473,0,0.803,0.197
1474,0,0,1
1475,0,1,0
1476,0,1,0
1477,0,1,0
1478,0,0.612,0.388
1479,0,0.674,0.326
1480,0,1,0
1481,0,0.695,0.305
1482,0,1,0
1483,0,1,0
1484,0,1,0
1485,0,1,0
1486,0,1,0
1487,0,0.539,0.461
1488,0.394,0.606,0
1489,0,0.213,0.787
1490,0.269,0.415,0.316
1491,0.146,0.854,0
1492,0.688,0.312,0
1493,0,1,0
1494,0,0.423,0.577
1495,0,0.256,0.744
1496,0,0.256,0.744
1497,0,0.823,0.177
1498,0.076,0.924,0
1499,0,0.58,0.42
1500,0,0.423,0.577
1501,0,0.927,0.073
1502,0,0.264,0.736
1503,0,0.811,0.189
1504,0.167,0.833,0
1505,0,0.862,0.138
1506,0.084,0.916,0
1507,0,0.238,0.762
1508,0.195,0.754,0.051
1509,0.225,0.775,0
1510,0,0.329,0.671
1511,0,0.438,0.562
1512,0,0.448,0.552
1513,0.103,0.633,0.264
1514,0,1,0
1515,0,0.429,0.571
1516,0.13,0.721,0.149
1517,0.177,0.709,0.114
1518,0.42,0.58,0
1519,0.088,0.912,0
1520,0,0.901,0.099
1521,0.11,0.537,0.353
1522,0,1,0
1523,0,1,0
1524,0,0.688,0.312
1525,0.138,0.692,0.17
1526,0,0.687,0.313
1527,0,0.661,0.339
1528,0,1,0
1529,0.18,0.82,0
1530,0.231,0.769,0
1531,0.174,0.645,0.18
1532,0,0.593,0.407
1533,0,1,0
1534,0,0.654,0.346
1535,0,1,0
1536,0,0.581,0.419
1537,0.04,0.96,0
1538,0,0.864,0.136
1539,0,1,0
1540,0,1,0
1541,0,1,0
1542,0,0.715,0.285
1543,0,1,0
1544,0.394,0.606,0
1545,0,0.556,0.444
1546,0,0.447,0.553
1547,0,0.476,0.524
1548,0,0.423,0.577
1549,0,0.328,0.672
1550,0.831,0.169,0
1551,0,0.351,0.649
1552,0,0.414,0.586
1553,0,0.885,0.115
1554,0,0,1
1555,0,0,1
1556,0,0,1
1557,0,0,1
1558,0,0,1
1559,0,0,1
1560,0,0,1
1561,0,0,1
1562,0,0,1
1563,0,0.244,0.756
1564,0,0.86,0.14
1565,0,0.753,0.247
1566,0,1,0
1567,0.233,0.618,0.149
1568,0.064,0.432,0.504
1569,0,1,0
1570,0,0.674,0.326
1571,0,0.42,0.58
1572,0,0.458,0.542
1573,0,0.608,0.392
1574,0,0.365,0.635
1575,0.149,0.588,0.262
1576,0,0.496,0.504
1577,0,0.424,0.576
1578,0,0.57,0.43
1579,0,0.449,0.551
1580,0,0.42,0.58
1581,0,0.417,0.583
1582,0.155,0.845,0
1583,0,0.621,0.379
1584,0,1,0
1585,0,0.8,0.2
1586,0,0.593,0.407
1587,0,0.862,0.138
1588,0,0.652,0.348
1589,0,1,0
1590,0,0.922,0.078
1591,0,0.189,0.811
1592,0.252,0.748,0
1593,0,0.744,0.256
1594,0.139,0.773,0.088
1595,0.066,0.847,0.087
1596,0.102,0.831,0.067
1597,0,1,0
1598,0.179,0.821,0
1599,0,0.408,0.592
1600,0,0.352,0.648
1601,0,1,0
1602,0,0.488,0.512
1603,0,0.526,0.474
1604,0.149,0.676,0.175
1605,0,1,0
1606,0.282,0.455,0.264
1607,0,0.966,0.034
1608,0,0.508,0.492
1609,0,0.556,0.444
1610,0,0.838,0.162
1611,0,0.6,0.4
1612,0,0.806,0.194
1613,0,1,0
1614,0,1,0
1615,0,0.815,0.185
1616,0,1,0
1617,0.164,0.597,0.239
1618,0.162,0.838,0
1619,0,0.238,0.762
1620,0,0.238,0.762
1621,0,1,0
1622,0.185,0.773,0.042
1623,0,0.723,0.277
1624,0,0.382,0.618
1625,0,0.645,0.355
1626,0,0.575,0.425
1627,0,0.492,0.508
1628,0,0.619,0.381
1629,0,1,0
1630,0,0.571,0.429
1631,0.417,0.238,0.345
1632,0,0.721,0.279
1633,0,1,0
1634,0.083,0.723,0.193
1635,0.187,0.642,0.171
1636,0.188,0.79,0.021
1637,0.099,0.639,0.261
1638,0,0.673,0.327
1639,0,1,0
1640,0,1,0
1641,0,1,0
1642,0.19,0.81,0
1643,0.176,0.674,0.15
1644,0.122,0.812,0.066
1645,0.251,0.749,0
1646,0.202,0.798,0
1647,0.148,0.777,0.075
1648,0,1,0
1649,0,0.254,0.746
1650,0,0.254,0.746
1651,0.08,0.87,0.051
1652,0,1,0
1653,0,0.787,0.213
1654,0.193,0.672,0.134
1655,0,0.602,0.398
1656,0,1,0
1657,0.096,0.904,0
1658,0.279,0.721,0
1659,0.102,0.798,0.1
1660,0,1,0
1661,0,0.653,0.347
1662,0,0.854,0.146
1663,0,1,0
1664,0,1,0
1665,0.648,0.352,0
1666,0,1,0
1667,0,0.464,0.536
1668,0,0,1
1669,0,0.58,0.42
1670,0,0.417,0.583
1671,0,0.287,0.713
1672,0,0.417,0.583
1673,0.121,0.879,0
1674,0.094,0.906,0
1675,0.116,0.578,0.306
1676,0,0.687,0.313
1677,0,0.564,0.436
1678,0,1,0
1679,0.08,0.684,0.236
1680,0,1,0
1681,0,0.675,0.325
1682,0.079,0.659,0.262
1683,0,1,0
1684,0,0.185,0.815
1685,0.078,0.795,0.127
1686,0.227,0.691,0.082
1687,0.289,0.711,0
1688,0.106,0.894,0
1689,0.267,0.733,0
1690,0.204,0.796,0
1691,0,1,0
1692,0.177,0.456,0.366
1693,0.175,0.825,0
1694,0,0.564,0.436
1695,0,1,0
1696,0,1,0
1697,0,0.474,0.526
1698,0,0.632,0.368
1699,0,1,0
1700,0.09,0.91,0
1701,0,0.741,0.259
1702,0,1,0
1703,0.231,0.591,0.177
1704,0,0.597,0.403
1705,0,0.508,0.492
1706,0.851,0.149,0
1707,0,0.408,0.592
1708,0.851,0.149,0
1709,0,0.63,0.37
1710,0,0.726,0.274
1711,0,0.371,0.629
1712,0.189,0.811,0
1713,0,1,0
1714,0,1,0
1715,0.337,0.663,0
1716,0.172,0.761,0.067
1717,0.756,0.244,0
1718,0,1,0
1719,0,0,1
1720,0,1,0
1721,0,1,0
1722,0,0.127,0.873
1723,0,0.863,0.137
1724,0,0.709,0.291
1725,0.088,0.811,0.101
1726,0,0.674,0.326
1727,0,0.256,0.744
1728,0,0.256,0.744
1729,0,0.256,0.744
1730,0,0.256,0.744
1731,0,0.256,0.744
1732,0,0.256,0.744
1733,0,0.256,0.744
1734,0,0.256,0.744
1735,0,0.256,0.744
1736,0,0,1
1737,0,0,1
1738,0,0.238,0.762
1739,0,0.565,0.435
1740,0,0,1
1741,0,0,1
1742,0,0,1
1743,0,0.537,0.463
1744,0,1,0
1745,0.15,0.85,0
1746,0.125,0.875,0
1747,0,0.94,0.06
1748,0,0.526,0.474
1749,0,1,0
1750,0,1,0
1751,0,0.677,0.323
1752,0.3,0.7,0
1753,0.221,0.458,0.321
1754,0,1,0
1755,0,1,0
1756,0,0.849,0.151
1757,0,1,0
1758,0,1,0
1759,0,0.789,0.211
1760,0,1,0
1761,0,0.334,0.666
1762,0.142,0.737,0.121
1763,0,1,0
1764,0,1,0
1765,0.068,0.932,0
1766,0.137,0.863,0
1767,0,1,0
1768,0.437,0.563,0
1769,0.064,0.818,0.119
1770,0,1,0
1771,0,1,0
1772,0,1,0
1773,0,0,1
1774,0,0,1
1775,0.268,0.732,0
1776,0.205,0.795,0
1777,0,0.256,0.744
1778,0.155,0.645,0.2
1779,0,0.385,0.615
1780,0,1,0
1781,0.2,0.8,0
1782,0.212,0.72,0.069
1783,0,0.435,0.565
1784,0,0,1
1785,0,1,0
1786,0,0,1
1787,0,0.483,0.517
1788,0.259,0.741,0
1789,0,0.506,0.494
1790,0,0.652,0.348
1791,0,0.609,0.391
1792,0,0.661,0.339
1793,0,0,1
1794,0.831,0.169,0
1795,0,1,0
1796,0,0.435,0.565
1797,0,1,0
1798,0,1,0
1799,0,1,0
1800,0,0.27,0.73
1801,0.846,0.154,0
1802,0,0.548,0.452
1803,0.677,0.323,0
1804,0,0.541,0.459
1805,0,0.631,0.369
1806,0,0.631,0.369
1807,0,0.839,0.161
1808,0.083,0.917,0
1809,0.362,0.638,0
1810,0.851,0.149,0
1811,0.851,0.149,0
1812,0.296,0.704,0
1813,0.688,0.312,0
1814,0.688,0.312,0
1815,0,0.684,0.316
1816,0,0.238,0.762
1817,0,0.238,0.762
1818,0,0.238,0.762
1819,0,0.238,0.762
1820,0,1,0
1821,0,0.238,0.762
1822,0,0.238,0.762
1823,0,0.213,0.787
1824,0.434,0.132,0.434
1825,0,0.33,0.67
1826,0,0.577,0.423
1827,0,1,0
1828,0,0.748,0.252
1829,0,0,1
1830,0.145,0.855,0
1831,0,1,0
1832,0,0.238,0.762
1833,0.174,0.826,0
1834,0,0.854,0.146
1835,0,1,0
1836,0.232,0.501,0.267
1837,0.089,0.911,0
1838,0.167,0.783,0.05
1839,0.355,0.645,0
1840,0,0.406,0.594
1841,0,0.484,0.516
1842,0,0.204,0.796
1843,0,0.328,0.672
1844,0,0.213,0.787
1845,0,0.213,0.787
1846,0,0.462,0.538
1847,0,0.275,0.725
1848,0.216,0.784,0
1849,0,1,0
1850,0,0.582,0.418
1851,0,0.238,0.762
1852,0,0,1
1853,0,0,1
1854,0,0.256,0.744
1855,0,0,1
1856,0,0.601,0.399
1857,0,0.463,0.537
1858,0,0.393,0.607
1859,0,0.364,0.636
1860,0.244,0.756,0
1861,0,1,0
1862,0.157,0.772,0.071
1863,0,1,0
1864,0,0.548,0.452
1865,0.095,0.905,0
1866,0,0.686,0.314
1867,0.242,0.516,0.242
1868,0,0.814,0.186
1869,0,0.475,0.525
1870,0,0,1
1871,0,0,1
1872,0,0,1
1873,0,0,1
1874,0,0,1
1875,0,0.506,0.494
1876,0,0,1
1877,0.142,0.729,0.13
1878,0,1,0
1879,0,1,0
1880,0.089,0.807,0.104
1881,0,1,0
1882,0,0.722,0.278
1883,0,1,0
1884,0,1,0
1885,0,0.258,0.742
1886,0,1,0
1887,0.778,0.222,0
1888,0,1,0
1889,0,0.713,0.287
1890,0.213,0.787,0
1891,0.347,0.538,0.114
1892,0,0.696,0.304
1893,0.087,0.913,0
1894,0,0.682,0.318
1895,0.294,0.556,0.15
1896,0.109,0.743,0.149
1897,0,1,0
1898,0.095,0.806,0.099
1899,0,0.694,0.306
1900,0.117,0.883,0
1901,0,1,0
1902,0,0.44,0.56
1903,0,1,0
1904,0,1,0
1905,0,0.385,0.615
1906,0.155,0.845,0
1907,0.244,0.556,0.2
1908,0.058,0.868,0.074
1909,0.2,0.8,0
1910,0,1,0
1911,0,1,0
1912,0,0.417,0.583
1913,0.251,0.46,0.289
1914,0,0.815,0.185
1915,0.11,0.89,0
1916,0,0.877,0.123
1917,0.141,0.735,0.124
1918,0.049,0.824,0.127
1919,0,1,0
1920,0,0.196,0.804
1921,0,0.826,0.174
1922,0,1,0
1923,0,1,0
1924,0,0.196,0.804
1925,0,1,0
1926,0,0.834,0.166
1927,0,0.646,0.354
1928,0,0.444,0.556
1929,0.048,0.952,0
1930,0,1,0
1931,0,0.914,0.086
1932,0,0.159,0.841
1933,0,0.365,0.635
1934,0,1,0
1935,0,0.613,0.387
1936,0,0.659,0.341
1937,0.286,0.714,0
1938,0.385,0.615,0
1939,0,1,0
1940,0.073,0.849,0.078
1941,0,0.526,0.474
1942,0,1,0
1943,0,1,0
1944,0,0.588,0.412
1945,0,1,0
1946,0.341,0.659,0
1947,0,0.394,0.606
1948,0.07,0.93,0
1949,0,1,0
1950,0.154,0.846,0
1951,0,0.522,0.478
1952,0.091,0.864,0.045
1953,0.093,0.824,0.082
1954,0,1,0
1955,0.145,0.793,0.063
1956,0.256,0.744,0
1957,0,0.778,0.222
1958,0,1,0
1959,0,0.495,0.505
1960,0.437,0.563,0
1961,0.085,0.525,0.389
1962,0,1,0
1963,0,0.414,0.586
1964,0,0.605,0.395
1965,0,1,0
1966,0.302,0.698,0
1967,0,0.423,0.577
1968,0,1,0
1969,0,1,0
1970,0.113,0.887,0
1971,0,0.633,0.367
1972,0,0.579,0.421
1973,0,0.328,0.672
1974,0.149,0.851,0
1975,0,0.385,0.615
1976,0,0.653,0.347
1977,0,0.485,0.515
1978,0,0.462,0.538
1979,0.264,0.614,0.122
1980,0,0.225,0.775
1981,0.123,0.877,0
1982,0,0.737,0.263
1983,0,0.765,0.235
1984,0,0.484,0.516
1985,0,0.417,0.583
1986,0,0.404,0.596
1987,0,1,0
1988,0.074,0.741,0.185
1989,0,1,0
1990,0.171,0.62,0.209
1991,0.255,0.616,0.129
1992,0,0.715,0.285
1993,0.32,0.68,0
1994,0,0,1
1995,0,0.303,0.697
1996,0,0.488,0.512
1997,0.132,0.622,0.246
1998,0,1,0
1999,0,0.519,0.481
2000,0,0.484,0.516
2001,0,0.484,0.516
2002,0,1,0
2003,0,1,0
2004,0.067,0.855,0.078
2005,0,1,0
2006,0,0.256,0.744
2007,0.217,0.683,0.1
2008,0,1,0
2009,0.028,0.796,0.175
2010,0,0.851,0.149
2011,0,1,0
2012,0.271,0.729,0
2013,0,0.755,0.245
2014,0,1,0
2015,0,0.645,0.355
2016,0,0.732,0.268
2017,0,1,0
2018,0,0.739,0.261
2019,0,1,0
2020,0.208,0.792,0
2021,0.268,0.732,0
2022,0.05,0.95,0
2023,0,0.571,0.429
2024,0,0.863,0.137
2025,0,0.73,0.27
2026,0,0.439,0.561
2027,0,1,0
2028,0,1,0
2029,0.194,0.628,0.178
2030,0,0.715,0.285
2031,0.065,0.745,0.191
2032,0.178,0.724,0.098
2033,0.141,0.859,0
2034,0,1,0
2035,0.306,0.694,0
2036,0,1,0
2037,0,0.685,0.315
2038,0.097,0.903,0
2039,0,0.498,0.502
2040,0.082,0.918,0
2041,0,0.408,0.592
2042,0,1,0
2043,0,0.635,0.365
2044,0,0.51,0.49
2045,0,0.742,0.258
2046,0,0,1
2047,0,0.251,0.749
2048,0,0.375,0.625
2049,0,0.13,0.87
2050,0.306,0.694,0
2051,0,0.661,0.339
2052,0,0.541,0.459
2053,0,0.775,0.225
2054,0,0.213,0.787
2055,0,0.213,0.787
2056,0,0.615,0.385
2057,0.181,0.819,0
2058,0.047,0.917,0.036
2059,0.22,0.78,0
2060,0.167,0.833,0
2061,0,0.81,0.19
2062,0,0.555,0.445
2063,0.137,0.81,0.053
2064,0,1,0
2065,1,0,0
2066,0,0.865,0.135
2067,0.171,0.587,0.241
2068,0,1,0
2069,0.846,0.154,0
2070,0.454,0.546,0
2071,0,1,0
2072,0,1,0
2073,0,1,0
2074,0,0.196,0.804
2075,0.257,0.743,0
2076,0.21,0.527,0.263
2077,0.341,0.659,0
2078,0,0.448,0.552
2079,0.183,0.817,0
2080,0.153,0.847,0
2081,0,0.765,0.235
2082,0,0.763,0.237
2083,0,0,1
2084,0,0.196,0.804
2085,0,1,0
2086,0.149,0.459,0.392
2087,0.192,0.64,0.169
2088,0,0.565,0.435
2089,0,0.196,0.804
2090,0,0.408,0.592
2091,0,1,0
2092,0.095,0.711,0.195
2093,0,1,0
2094,0.49,0.51,0
2095,0.431,0.569,0
2096,0.147,0.853,0
2097,0,1,0
2098,0,1,0
2099,0,0.498,0.502
2100,0.135,0.699,0.166
2101,0,0.651,0.349
2102,0,1,0
2103,0,0.286,0.714
2104,0,1,0
2105,0.189,0.598,0.214
2106,0,0,1
2107,0,0.213,0.787
2108,0.296,0.704,0
2109,0,1,0
2110,0.201,0.799,0
2111,0.58,0.274,0.146
2112,0.211,0.684,0.106
2113,0.583,0.417,0
2114,0,1,0
2115,0.087,0.792,0.121
2116,0.345,0.655,0
2117,0,1,0
2118,0,0.517,0.483
2119,0.351,0.649,0
2120,0,0.128,0.872
2121,0,0.684,0.316
2122,0.351,0.649,0
2123,0,1,0
2124,0,0.89,0.11
2125,0,0.549,0.451
2126,0,0.597,0.403
2127,0.552,0.448,0
2128,0,0.65,0.35
2129,0,0.638,0.362
2130,0,0.508,0.492
2131,0,1,0
2132,0,0.715,0.285
2133,0,1,0
2134,0,0.425,0.575
2135,0,0.808,0.192
2136,0,0.575,0.425
2137,0,0.519,0.481
2138,0,0.701,0.299
2139,0,0.213,0.787
2140,0,0.406,0.594
2141,0,0.758,0.242
2142,0.495,0.505,0
2143,0,1,0
2144,0,0.717,0.283
2145,0,0.834,0.166
2146,0,0.616,0.384
2147,0,0.793,0.207
2148,0,0.687,0.313
2149,0,0.709,0.291
2150,0,1,0
2151,1,0,0
2152,0,0,1
2153,1,0,0
2154,0,1,0
2155,0.16,0.778,0.062
2156,0.177,0.62,0.203
2157,0,0.514,0.486
2158,0,0.633,0.367
2159,0.403,0.597,0
2160,0.805,0.195,0
2161,0.437,0.563,0
2162,0,0.588,0.412
2163,0,1,0
2164,0,1,0
2165,0.147,0.749,0.104
2166,0,0.256,0.744
2167,0,0.587,0.413
2168,0,0.828,0.172
2169,0.119,0.688,0.193
2170,0,0.351,0.649
2171,0.341,0.659,0
2172,0,0.755,0.245
2173,0,0.625,0.375
2174,0,0.545,0.455
2175,0,0.192,0.808
2176,0,1,0
2177,0,0.256,0.744
2178,0,1,0
2179,0,1,0
2180,0,0.588,0.412
2181,0,0.543,0.457
2182,0.184,0.76,0.056
2183,0,0.176,0.824
2184,0.139,0.666,0.195
2185,0,0.477,0.523
2186,0,0,1
2187,0,0.244,0.756
2188,0,0.244,0.756
2189,0,0,1
2190,0,0.488,0.512
2191,0.231,0.769,0
2192,0.173,0.827,0
2193,0,0.805,0.195
2194,0,0.728,0.272
2195,0,1,0
2196,0.192,0.808,0
2197,0,1,0
2198,0.063,0.703,0.235
2199,0,0.764,0.236
2200,0,0.626,0.374
2201,0,0.244,0.756
2202,0,0,1
2203,0.128,0.872,0
2204,0.143,0.373,0.484
2205,0,0.256,0.744
2206,0.128,0.754,0.118
2207,0.137,0.682,0.181
2208,0,0.691,0.309
2209,0,0.235,0.765
2210,0,0.238,0.762
2211,0,0.385,0.615
2212,0,0.328,0.672
2213,0,0.371,0.629
2214,0,0.639,0.361
2215,0,0.511,0.489
2216,0,0.365,0.635
2217,0,0.218,0.782
2218,0,0.778,0.222
2219,0,1,0
2220,0,0.556,0.444
2221,0,1,0
2222,0.365,0.575,0.06
2223,0.128,0.726,0.146
2224,0.092,0.53,0.378
2225,0,1,0
2226,0.329,0.671,0
2227,0,0.256,0.744
2228,0,0,1
2229,0,0.256,0.744
2230,0,0,1
2231,0,0.471,0.529
2232,0,0.839,0.161
2233,0,1,0
2234,0,0.652,0.348
2235,0.172,0.828,0
2236,0.278,0.722,0
2237,0,0.357,0.643
2238,0,1,0
2239,0,1,0
2240,0,1,0
2241,0,0.68,0.32
2242,0,0.586,0.414
2243,0,1,0
2244,0.223,0.777,0
2245,0,1,0
2246,0.416,0.584,0
2247,0,0.694,0.306
2248,0,0.86,0.14
2249,0,1,0
2250,0.07,0.836,0.094
2251,0,0,1
2252,0,0.497,0.503
2253,0,0.63,0.37
2254,0.066,0.814,0.12
2255,0,0.639,0.361
2256,0,1,0
2257,0.146,0.648,0.207
2258,0,0.821,0.179
2259,0,1,0
2260,0,1,0
2261,0,0.556,0.444
2262,0.291,0.709,0
2263,0,0.6,0.4
2264,0.307,0.693,0
2265,0,0.519,0.481
2266,0.306,0.694,0
2267,0.174,0.826,0
2268,0,1,0
2269,0,0.823,0.177
2270,0,0.721,0.279
2271,0,0.64,0.36
2272,0.095,0.905,0
2273,0.5,0.5,0
2274,0.5,0.5,0
2275,0.222,0.778,0
2276,0,0.639,0.361
2277,0,0.308,0.692
2278,0,0.653,0.347
2279,0.538,0.462,0
2280,0.138,0.575,0.287
2281,0,1,0
2282,0,1,0
2283,0,1,0
2284,0,1,0
2285,0,1,0
2286,0,0.591,0.409
2287,0,0.775,0.225
2288,0,0.687,0.313
2289,0.148,0.688,0.164
2290,0.218,0.782,0
2291,0.336,0.533,0.131
2292,0,0.661,0.339
2293,0,1,0
2294,0,0.588,0.412
2295,0.47,0.53,0
2296,0,0.328,0.672
2297,0.423,0.577,0
2298,0,0.811,0.189
2299,0,0.713,0.287
2300,0,1,0
2301,0.07,0.93,0
2302,0,1,0
2303,0.379,0.621,0
2304,0,1,0
2305,0,1,0
2306,0,0.638,0.362
2307,0,1,0
2308,0,0.764,0.236
2309,0.076,0.924,0
2310,0.467,0.533,0
2311,0,0.556,0.444
2312,0,0.534,0.466
2313,0,0.562,0.438
2314,0.846,0.154,0
2315,0.2,0.8,0
2316,0.423,0.577,0
2317,0.365,0.635,0
2318,0,0.091,0.909
2319,0,0,1
2320,0,0,1
2321,0,0.224,0.776
2322,0,0,1
2323,0,0,1
2324,0,0.61,0.39
2325,0,0,1
2326,0,0,1
2327,0,1,0
2328,0,0.741,0.259
2329,0,0.739,0.261
2330,0,0.716,0.284
2331,0,1,0
2332,0.331,0.669,0
2333,0,0.319,0.681
2334,0,0,1
2335,0,0,1
2336,0,0.463,0.537
2337,0,0.152,0.848
2338,0.066,0.605,0.329
2339,0,0.532,0.468
2340,0,0.618,0.382
2341,0,0.698,0.302
2342,0,0.594,0.406
2343,0,1,0
2344,0,0.569,0.431
2345,0,0.519,0.481
2346,0,0.353,0.647
2347,0,0,1
2348,0,0,1
2349,0,0,1
2350,0,0,1
2351,0,0,1
2352,0,0,1
2353,0,0.514,0.486
2354,0,0.626,0.374
2355,0,0.27,0.73
2356,0,1,0
2357,0,1,0
2358,0,0.781,0.219
2359,0.081,0.767,0.151
2360,0,0.863,0.137
2361,0,0.582,0.418
2362,0.055,0.879,0.066
2363,0,0.909,0.091
2364,0,0.867,0.133
2365,0,1,0
2366,0,1,0
2367,0,1,0
2368,1,0,0
2369,0,0.256,0.744
2370,0,0.256,0.744
2371,0,0.256,0.744
2372,0,0.256,0.744
2373,0,0.408,0.592
2374,0,0.328,0.672
